timestamp,fhr,uc
9835,124.25,33.5
9836,124.25,25
9837,124.5,29
9838,124.5,37
9839,124.5,47.5
9840,127.5,47
9841,127.5,45
9842,127.5,47.5
9843,127.5,43.5
9844,127.5,49.5
9845,127.5,56.5
9846,127.5,59
9847,127.5,58
9848,127.5,48.5
9849,127.5,50.5
9850,127.5,54.5
9851,127.5,54
9852,127.5,52
9853,127.5,50.5
9854,127.5,49.5
9855,127.5,49.5
9856,0,50.5
9857,0,49.5
9858,0,50
9859,0,49.5
9860,0,50
9861,0,49.5
9862,0,50.5
9863,0,50
9864,0,57.5
9865,0,58.5
9866,0,58.5
9867,0,59
9868,0,61.5
9869,0,61.5
9870,0,60
9871,0,58
9872,0,64
9873,0,66
9874,0,64
9875,0,56
9876,0,55.5
9877,0,60
9878,0,61.5
9879,0,54.5
9880,0,50
9881,115.5,56.5
9882,108,58
9883,108,55
9884,108,45.5
9885,108,44.5
9886,108,51
9887,108,52.5
9888,107.75,50.5
9889,107.75,41.5
9890,107.75,40.5
9891,107.75,47
9892,107.75,49.5
9893,107.75,51.5
9894,0,52
9895,0,52
9896,0,52
9897,0,50.5
9898,121,46.5
9899,121,50.5
9900,121,54
9901,121,56
9902,121.75,55
9903,121.75,54
9904,121.75,51
9905,121.75,48.5
9906,121.75,52.5
9907,122,52.5
9908,122,52.5
9909,121.75,53
9910,121.75,49
9911,122,49.5
9912,122,50.5
9913,122,48.5
9914,136,49
9915,136,49
9916,132,47.5
9917,132,48
9918,129,44.5
9919,129,42
9920,126.25,45.5
9921,126.25,48.5
9922,121,44.5
9923,121,43.5
9924,121,46
9925,121,47.5
9926,121,43
9927,120.75,42.5
9928,120.75,46.5
9929,121,46.5
9930,121,46.5
9931,121,43
9932,121,41
9933,121,46
9934,121,45.5
9935,0,46.5
9936,0,43.5
9937,0,41.5
9938,117.25,43
9939,117.25,44
9940,118.5,44.5
9941,118.5,43.5
9942,118,41.5
9943,118,42
9944,118,42.5
9945,118,43
9946,118.75,42.5
9947,118.75,42.5
9948,118.5,42
9949,118.5,37.5
9950,118.5,39
9951,118.5,41
9952,121.25,41
9953,121.25,40.5
9954,123.5,40.5
9955,124.5,39
9956,124.5,39
9957,125.5,38.5
9958,125.5,38.5
9959,125.25,38.5
9960,125.25,37.5
9961,125.5,38.5
9962,125.5,38
9963,124.5,38
9964,124.5,37
9965,123.75,35
9966,123.75,35.5
9967,123.5,35.5
9968,123.5,35.5
9969,123.25,35.5
9970,123.25,36.5
9971,125.75,36.5
9972,125.75,35.5
9973,129,35.5
9974,132.25,35
9975,132.25,35.5
9976,132.25,35
9977,136.75,35
9978,140.75,35
9979,140.75,35
9980,139.5,34.5
9981,139.5,34
9982,137.5,33.5
9983,135.75,33.5
9984,135.75,33.5
9985,133.5,33.5
9986,133.5,33.5
9987,132,32.5
9988,132,32.5
9989,131.25,32.5
9990,130.25,31
9991,130.25,31
9992,129.75,31.5
9993,129.75,30.5
9994,128.5,31
9995,128.5,31
9996,128.5,30
9997,128.5,30.5
9998,127.5,30.5
9999,127.5,30
10000,127.25,30.5
10001,127.25,30
10002,127.25,29.5
10003,127.25,30
10004,128,29.5
10005,127.5,30
10006,127.5,30
10007,128,29.5
10008,128,29.5
10009,127,29.5
10010,127,29
10011,126.75,29
10012,126.75,29
10013,126.25,29.5
10014,126.25,29
10015,127.25,28.5
10016,127.25,28
10017,129.5,28.5
10018,129.5,28.5
10019,130.75,27.5
10020,132,27.5
10021,132,27.5
10022,131.75,27.5
10023,131.75,27.5
10024,132.75,27
10025,132.75,27
10026,132.75,27.5
10027,132.75,27
10028,133.5,26.5
10029,134.5,26
10030,134.5,27
10031,134.5,27
10032,134.5,26.5
10033,135,26.5
10034,135,26
10035,136,25.5
10036,136,25.5
10037,135.75,25.5
10038,135.75,24
10039,134.75,23.5
10040,134.25,23.5
10041,134.25,23.5
10042,134.5,24
10043,134.5,23.5
10044,134.5,24.5
10045,134.5,23.5
10046,136.75,23.5
10047,138,23
10048,138,23.5
10049,137.75,23.5
10050,138,23.5
10051,138,23.5
10052,137.75,23
10053,137.75,22.5
10054,136,22.5
10055,136,23
10056,135,23
10057,135,23
10058,134.75,22
10059,135,22.5
10060,135,22
10061,134.25,22
10062,134.25,22
10063,132.75,21.5
10064,132.75,21.5
10065,132.25,21.5
10066,132.25,21.5
10067,133.75,21.5
10068,134,22
10069,134,22
10070,135,21
10071,135,21
10072,135.25,20.5
10073,135.25,20
10074,135,20.5
10075,135,21
10076,135,21
10077,135.75,21
10078,135.75,20.5
10079,137.5,20
10080,137.5,20.5
10081,139.5,21
10082,139.5,20.5
10083,140.75,20
10084,143,21
10085,143,20
10086,145,20
10087,145,20
10088,145.5,20.5
10089,146.25,20.5
10090,146.25,20.5
10091,146.75,20.5
10092,146.75,20
10093,144.75,19.5
10094,143.25,19
10095,143.25,18.5
10096,142.25,19.5
10097,142.25,19.5
10098,142.25,19
10099,141.75,18.5
10100,141.75,19
10101,140.75,18.5
10102,140.25,18.5
10103,140.25,19
10104,139.25,19
10105,142.75,19
10106,142.75,19
10107,139.5,19
10108,139.5,19
10109,139.5,18.5
10110,139.5,18
10111,140,18
10112,140,18.5
10113,140.75,18
10114,140.75,18
10115,140.75,18
10116,142,17
10117,142,17.5
10118,143,17.5
10119,143.5,17
10120,143.5,17.5
10121,144.75,17.5
10122,145.75,17.5
10123,145.75,17.5
10124,146,17.5
10125,146,17.5
10126,146.5,17.5
10127,145.75,17.5
10128,145.75,17
10129,145.5,17
10130,145.5,17
10131,145,16
10132,144.75,16
10133,144.75,16
10134,144.75,15.5
10135,145.25,15
10136,145,14.5
10137,145,14.5
10138,144.75,15
10139,144.25,16
10140,144.25,16.5
10141,144.25,17
10142,144.25,16.5
10143,145.25,16
10144,146,16
10145,146,16
10146,146.5,16
10147,146.5,16.5
10148,147.5,17.5
10149,147.5,18.5
10150,147.5,18
10151,147,17
10152,147,16.5
10153,147.5,16
10154,148.25,16.5
10155,148.25,17
10156,147,18
10157,147.25,18
10158,147.25,17
10159,147.5,16
10160,147.5,16.5
10161,147.5,17
10162,146.75,17.5
10163,146.75,18
10164,146.75,19.5
10165,146.75,18.5
10166,147.25,18
10167,147.75,17.5
10168,147.75,17.5
10169,147.25,18
10170,149.75,19.5
10171,149.75,20
10172,148.5,20.5
10173,148.5,18
10174,149.25,17
10175,149,17
10176,149,17.5
10177,149,18
10178,149,17.5
10179,149,17.5
10180,150,16.5
10181,150,16.5
10182,149.25,16
10183,149,16.5
10184,149,17.5
10185,149.25,16.5
10186,148.25,16
10187,148.25,16
10188,147.5,16
10189,147.5,19.5
10190,146.75,20.5
10191,146,20.5
10192,146,20
10193,147,18
10194,147,17.5
10195,146.5,17
10196,145,17.5
10197,145,18.5
10198,144.5,19.5
10199,144.5,18
10200,144.5,17.5
10201,144.25,17
10202,144.25,16.5
10203,145,15.5
10204,145,15.5
10205,145,16.5
10206,145,18
10207,145.75,20
10208,145.75,21
10209,145.75,21
10210,145.75,17.5
10211,145.75,17
10212,145.75,17
10213,146,17
10214,145.75,17
10215,145.75,17
10216,147.5,17.5
10217,147,18
10218,147,19
10219,147.25,19
10220,147.25,19.5
10221,149.25,16
10222,149.25,16
10223,149.5,16
10224,149.5,16
10225,149.5,16
10226,149.25,16.5
10227,149,16.5
10228,149,17
10229,149.75,18
10230,149.75,18.5
10231,149,19
10232,149,19
10233,149,18
10234,149,17.5
10235,149,18
10236,149,17.5
10237,148.75,17.5
10238,148.75,18.5
10239,149,19
10240,149.25,19
10241,149.25,19
10242,149.75,19.5
10243,150.25,19
10244,150.25,18
10245,150.25,21.5
10246,151,21.5
10247,151,18.5
10248,151.25,19
10249,151.25,18.5
10250,151.25,18.5
10251,151.25,19.5
10252,151.25,21
10253,149.75,23
10254,149.75,21.5
10255,149.75,20.5
10256,149,21
10257,149,22.5
10258,148.75,23.5
10259,149,26.5
10260,149,25.5
10261,149.5,24
10262,149.75,24
10263,149.75,24
10264,149.25,25.5
10265,149.25,25
10266,149.25,24
10267,149,25
10268,149,27
10269,149.5,29
10270,149.5,27.5
10271,149.5,26.5
10272,152.5,25.5
10273,152.5,24.5
10274,152.75,25.5
10275,152.75,27
10276,151.5,28.5
10277,151.5,27.5
10278,151.5,27.5
10279,152,27.5
10280,152,26.5
10281,150.75,27.5
10282,150,29
10283,150,31
10284,148.5,29.5
10285,148.5,30.5
10286,147.75,32
10287,147.75,33.5
10288,147.75,34
10289,148,36.5
10290,147,37
10291,147,39
10292,148.75,42
10293,148.75,43
10294,148.75,40.5
10295,148.75,39.5
10296,148.75,40
10297,148.75,40
10298,149,39.5
10299,149,39
10300,149,42.5
10301,149,39
10302,149,37.5
10303,149,35
10304,150.5,38.5
10305,154.25,39.5
10306,154.25,39
10307,154.25,39
10308,153.5,37
10309,153.5,31.5
10310,153.5,31.5
10311,153.5,40
10312,153.5,45
10313,153.5,43.5
10314,153.5,45
10315,153.5,45
10316,153.5,43.5
10317,153.5,39.5
10318,0,39
10319,0,37.5
10320,0,44
10321,0,51.5
10322,0,50.5
10323,0,48.5
10324,0,47
10325,0,50
10326,101.25,48.5
10327,101.25,39.5
10328,99.75,47
10329,99.75,47
10330,100,47.5
10331,100,47.5
10332,100,44
10333,100,55
10334,86,59
10335,86,52.5
10336,86,50
10337,86,45.5
10338,86,57
10339,86,66.5
10340,86,60
10341,86,47
10342,86,40
10343,86,39.5
10344,86,45
10345,85.75,50.5
10346,85.75,47
10347,85.75,42
10348,85.75,39
10349,0,35
10350,0,37
10351,0,38.5
10352,0,40
10353,0,45.5
10354,0,46.5
10355,0,54
10356,0,60
10357,0,57.5
10358,0,68
10359,0,71.5
10360,0,74
10361,0,63.5
10362,0,63
10363,0,71.5
10364,0,72
10365,0,64.5
10366,0,61.5
10367,0,57
10368,0,55
10369,0,58.5
10370,0,56
10371,0,56
10372,0,54.5
10373,0,53.5
10374,0,41
10375,0,41
10376,0,50.5
10377,0,54.5
10378,0,54
10379,0,52
10380,0,56.5
10381,0,65
10382,0,71
10383,0,65.5
10384,0,73
10385,0,79.5
10386,0,72
10387,0,73
10388,0,66.5
10389,0,67
10390,0,74
10391,0,72
10392,0,68.5
10393,0,64
10394,0,59
10395,0,55.5
10396,0,68
10397,0,67.5
10398,0,53
10399,0,59.5
10400,0,61
10401,0,63.5
10402,0,54
10403,0,53
10404,0,50
10405,0,50.5
10406,0,52.5
10407,0,51.5
10408,0,50
10409,0,46
10410,0,49
10411,0,69.5
10412,0,68.5
10413,0,61
10414,0,62
10415,0,69
10416,0,71.5
10417,0,81.5
10418,0,87.5
10419,0,89.5
10420,0,76.5
10421,0,87.5
10422,0,94
10423,0,88.5
10424,0,95.5
10425,0,96.5
10426,0,92
10427,0,82.5
10428,0,83
10429,0,87.5
10430,0,85.5
10431,0,86
10432,0,87.5
10433,0,94
10434,0,92
10435,0,82
10436,0,77
10437,0,86.5
10438,0,89.5
10439,0,90
10440,0,84
10441,0,83.5
10442,0,82.5
10443,0,84.5
10444,0,85.5
10445,0,83.5
10446,0,87
10447,0,89.5
10448,0,87
10449,0,82.5
10450,0,87.5
10451,0,93.5
10452,0,93
10453,0,89
10454,0,92.5
10455,0,85
10456,0,85.5
10457,0,89.5
10458,0,87.5
10459,0,89
10460,0,88
10461,0,90
10462,0,92
10463,0,88.5
10464,0,85.5
10465,0,82
10466,0,88.5
10467,0,94.5
10468,0,94.5
10469,0,95
10470,0,94.5
10471,0,95
10472,0,91.5
10473,0,90.5
10474,0,89.5
10475,0,88
10476,0,83.5
10477,0,83.5
10478,0,84
10479,0,86
10480,0,85
10481,0,84.5
10482,0,85.5
10483,0,82
10484,0,82
10485,0,82
10486,0,84
10487,0,84.5
10488,0,86.5
10489,0,86.5
10490,0,86.5
10491,0,85.5
10492,0,85.5
10493,0,85.5
10494,0,86.5
10495,0,85.5
10496,0,85.5
10497,0,86
10498,0,86
10499,95,87.5
10500,95,85.5
10501,95,88.5
10502,95,89
10503,95,87.5
10504,95,86.5
10505,94.5,87.5
10506,94.5,88.5
10507,94.25,86
10508,94.25,85.5
10509,94.25,83
10510,94.25,82.5
10511,94.25,76.5
10512,94.25,72
10513,94.25,74.5
10514,94.25,74.5
10515,94.5,76
10516,94.5,68.5
10517,0,54.5
10518,0,65
10519,0,66
10520,0,68.5
10521,0,70
10522,0,69
10523,0,70
10524,0,70
10525,0,73
10526,0,77.5
10527,0,78
10528,0,73.5
10529,0,73.5
10530,0,75.5
10531,0,75.5
10532,0,79
10533,0,79
10534,0,79
10535,0,77
10536,0,76.5
10537,134.25,77
10538,134.25,75
10539,137.25,75.5
10540,138,75
10541,138,74
10542,141.25,74.5
10543,141.25,74
10544,145.5,73
10545,148.75,72
10546,148.75,70.5
10547,151.25,71
10548,151.25,70.5
10549,154.75,70
10550,155.25,69
10551,155.25,70.5
10552,155.75,71
10553,155.75,72
10554,156.75,74
10555,156.75,75.5
10556,157,75
10557,157,74
10558,156.75,73
10559,157,72
10560,157,72.5
10561,157.25,70.5
10562,156.75,71.5
10563,156.75,71
10564,156.5,70.5
10565,154.75,69.5
10566,154.75,68.5
10567,153.5,68
10568,153.5,66.5
10569,153.5,66.5
10570,150.5,66.5
10571,150.5,66.5
10572,148.25,67.5
10573,149.5,68
10574,149.5,66.5
10575,147.75,68.5
10576,147.75,69
10577,148.25,68.5
10578,148.25,67
10579,148.25,67
10580,150.75,68
10581,152,67.5
10582,152,70.5
10583,151.75,69
10584,151.75,62
10585,150.25,62
10586,149,60.5
10587,149,61.5
10588,148.5,61
10589,147.25,59.5
10590,147.25,59
10591,145.25,58
10592,145.25,58
10593,146,56
10594,145,56
10595,145,57.5
10596,144.25,57
10597,144.25,57
10598,144,56.5
10599,145,55.5
10600,145,56
10601,145,56.5
10602,145,56
10603,145.5,56
10604,145.5,56.5
10605,145.5,56
10606,144.75,57
10607,144.75,58.5
10608,145.25,57
10609,145.5,57
10610,145.5,57.5
10611,147.5,58
10612,147.5,58
10613,148.5,58
10614,148,57
10615,148,56.5
10616,147,57.5
10617,146,58
10618,146,57.5
10619,145.25,56
10620,145.25,55.5
10621,144.25,58
10622,145,62
10623,145,52
10624,140.5,54
10625,140.5,55.5
10626,138.75,55.5
10627,138.75,56
10628,141,56.5
10629,142.75,54.5
10630,142.75,53
10631,143.5,53
10632,143.5,53
10633,143,54
10634,141.75,53.5
10635,141.75,53
10636,140.75,51.5
10637,140.75,53
10638,136.75,53
10639,136.75,54
10640,135.75,54
10641,134.75,52.5
10642,134.75,53
10643,134,54
10644,134,55
10645,134.25,56
10646,134.25,55
10647,134.75,54.5
10648,134.75,54.5
10649,134.5,55
10650,134.5,55.5
10651,131.75,55
10652,133.75,56
10653,133.75,53
10654,135,54
10655,136,52.5
10656,136,50.5
10657,137.25,51
10658,137.25,52
10659,137.25,53
10660,137.25,53.5
10661,137.25,51.5
10662,137.25,51
10663,137.5,51
10664,137.25,51
10665,137.25,51
10666,132.75,51
10667,132.75,51.5
10668,129,51.5
10669,129,51
10670,129.75,51
10671,130,51
10672,130,51.5
10673,129.5,52
10674,129.5,52.5
10675,129,52
10676,129,51.5
10677,130.75,51.5
10678,130.75,51
10679,132.25,51.5
10680,135,52.5
10681,135,54
10682,135.25,54
10683,135.25,50
10684,135.5,49
10685,135.5,50
10686,138.75,51
10687,139.5,50
10688,139.5,49
10689,139.5,48.5
10690,136.75,48.5
10691,136.75,48
10692,136.75,48.5
10693,139.5,48.5
10694,140,48
10695,140,48.5
10696,140.75,48
10697,140.75,48
10698,140.5,49
10699,140.5,47.5
10700,142.25,46
10701,142.5,44
10702,142.5,42.5
10703,142.5,44.5
10704,143.5,46
10705,143.5,47.5
10706,143,48
10707,143,44.5
10708,143.5,43.5
10709,143.25,40
10710,143.25,35
10711,143.75,39
10712,143.75,43
10713,144.75,41.5
10714,144.75,38
10715,145.25,35
10716,146.5,36.5
10717,148.75,36.5
10718,148.75,37
10719,148.25,37
10720,148.25,35
10721,149.75,36.5
10722,149.75,38.5
10723,149.75,38
10724,149.75,38.5
10725,149.75,37.5
10726,149.75,38
10727,149.75,39.5
10728,149.75,39.5
10729,149.75,40.5
10730,150,38.5
10731,150,36
10732,142.25,39
10733,142.25,40.5
10734,144.25,40
10735,144.25,38.5
10736,143.5,35.5
10737,143.5,36.5
10738,144.25,41
10739,144.25,41.5
10740,143.25,37.5
10741,143,41.5
10742,143,42.5
10743,141.75,43.5
10744,140,41.5
10745,140,42
10746,139.25,43.5
10747,139.25,44.5
10748,139,41.5
10749,139,42.5
10750,138,46.5
10751,137.5,46.5
10752,137.5,42
10753,138,43.5
10754,138,45.5
10755,138,44.5
10756,137.75,42
10757,137.75,38.5
10758,137.75,39
10759,137.75,44
10760,137.75,47
10761,138,52.5
10762,138,50.5
10763,138,43.5
10764,137.75,39
10765,137.75,38.5
10766,0,40
10767,0,43.5
10768,0,45.5
10769,0,45.5
10770,0,37.5
10771,0,34.5
10772,0,36.5
10773,0,37.5
10774,0,37.5
10775,0,38
10776,0,37.5
10777,0,36
10778,0,38.5
10779,0,39.5
10780,0,41
10781,0,31
10782,0,29.5
10783,0,43.5
10784,0,54.5
10785,0,54.5
10786,0,49
10787,0,46.5
10788,0,45
10789,0,44.5
10790,0,44
10791,0,44.5
10792,0,45
10793,0,43.5
10794,0,42
10795,0,39.5
10796,0,38.5
10797,0,36.5
10798,0,34
10799,0,33
10800,0,32.5
10801,95,33.5
10802,95,32.5
10803,95,33
10804,95,35
10805,95,37
10806,95,30.5
10807,95,28
10808,94.75,34.5
10809,94.75,36.5
10810,94.75,36
10811,94.75,34.5
10812,95,28
10813,0,36.5
10814,0,36
10815,0,35
10816,0,35
10817,0,34.5
10818,0,27
10819,0,20.5
10820,0,18.5
10821,0,26
10822,0,30.5
10823,0,29.5
10824,0,28
10825,0,27
10826,0,26
10827,0,26
10828,0,25.5
10829,0,26
10830,0,26
10831,0,27
10832,0,28.5
10833,0,27.5
10834,0,28.5
10835,0,27.5
10836,0,25.5
10837,0,26
10838,93,25
10839,93,25
10840,93,27
10841,93,30.5
10842,93,33
10843,93,32
10844,93,31
10845,93,30.5
10846,93,32
10847,93,32
10848,93,30.5
10849,93,28.5
10850,0,29
10851,0,28.5
10852,0,29.5
10853,0,30
10854,0,31
10855,0,31.5
10856,0,30.5
10857,0,31.5
10858,0,30.5
10859,125.75,32
10860,125.75,31
10861,125.25,31.5
10862,125.25,31
10863,126.25,31.5
10864,126.25,32.5
10865,127.75,30.5
10866,127.75,32.5
10867,128.25,33
10868,128.25,32.5
10869,128.25,32.5
10870,128.25,29.5
10871,128.5,30.5
10872,128.5,31
10873,128.5,30
10874,128.75,30.5
10875,128.75,29
10876,129,29
10877,129,28.5
10878,128.5,29
10879,128.5,27
10880,127,28.5
10881,127,29.5
10882,126.25,28.5
10883,126.25,29.5
10884,124,29
10885,124,29
10886,123.75,29
10887,123.75,27.5
10888,124.5,28.5
10889,124.5,30
10890,124.5,31
10891,124.5,29
10892,124.5,29.5
10893,124.5,29
10894,124.75,29.5
10895,126.5,30.5
10896,126.5,29
10897,126.75,30.5
10898,126.75,31.5
10899,127.75,29.5
10900,127.75,30.5
10901,129,30
10902,129,29
10903,129.5,30
10904,129.5,30
10905,129.5,31.5
10906,129.5,32.5
10907,127,31.5
10908,127,31
10909,127,31.5
10910,125.75,33
10911,125.75,32.5
10912,126.25,31.5
10913,126.25,32.5
10914,124.5,34.5
10915,124.5,34.5
10916,120.75,34
10917,120.75,35.5
10918,117,34.5
10919,117,33.5
10920,117,34.5
10921,114.5,34.5
10922,114.5,33.5
10923,110.5,34
10924,110.5,34
10925,111.25,34.5
10926,111.25,33
10927,119.25,31.5
10928,119.25,32
10929,123,32.5
10930,123,32
10931,122.25,32.5
10932,122.25,31
10933,120.75,31
10934,120.75,31.5
10935,121.5,32
10936,121.5,31
10937,125,31
10938,125,30.5
10939,128.75,31
10940,128.75,31.5
10941,132.5,29.5
10942,134.25,29.5
10943,134.25,29.5
10944,132.75,29
10945,132.75,28.5
10946,134,27
10947,134,26.5
10948,133.75,26.5
10949,133.75,27
10950,131.25,27
10951,127.25,25.5
10952,127.25,25
10953,125,24.5
10954,125,24.5
10955,121.75,24.5
10956,121.75,24.5
10957,117.75,23.5
10958,117.75,23
10959,117,24.5
10960,117,25
10961,116.25,24
10962,116.25,24.5
10963,115.75,25
10964,115.75,26
10965,117,27
10966,117,26.5
10967,119,26.5
10968,119,28.5
10969,121.5,29
10970,121.5,28.5
10971,125.75,29.5
10972,125.75,30
10973,132.75,31
10974,132.75,30.5
10975,132.75,29.5
10976,132.75,29.5
10977,132.75,30
10978,133,31
10979,133,31
10980,132,30.5
10981,132,28.5
10982,132,29
10983,132,29
10984,131,25.5
10985,131,25.5
10986,131,26
10987,131,24.5
10988,131,24
10989,131,24
10990,131,23.5
10991,130.75,23.5
10992,130.75,25
10993,130.75,25.5
10994,130.75,25
10995,130.75,24
10996,130.75,24
10997,130.75,26.5
10998,0,27.5
10999,0,27
11000,0,26.5
11001,0,27
11002,119.25,27
11003,119.25,28.5
11004,121.75,29.5
11005,121.75,28.5
11006,121.5,27.5
11007,121.5,27
11008,121.5,28
11009,121.5,28.5
11010,121.75,28.5
11011,121.75,28
11012,126.25,29
11013,131.25,30
11014,131.25,28.5
11015,131.25,28.5
11016,131.25,29
11017,131.5,30
11018,131.5,29.5
11019,132,28.5
11020,131.75,28.5
11021,131.75,28.5
11022,132.75,27.5
11023,132.75,27.5
11024,136.75,27.5
11025,136.75,26
11026,140.25,24.5
11027,142,24
11028,142,23.5
11029,142.5,23.5
11030,142.5,23.5
11031,142.25,22
11032,141,21.5
11033,141,21
11034,138.25,21
11035,138.25,21.5
11036,134.25,20
11037,134.25,19.5
11038,133.5,19.5
11039,131.5,20
11040,131.5,20.5
11041,132,20.5
11042,132,20
11043,131.25,19
11044,131.25,20
11045,132.75,21
11046,132.75,20
11047,130.75,20
11048,130.75,19.5
11049,129.25,20
11050,129.25,21
11051,129.25,21.5
11052,130.25,20
11053,130.25,19.5
11054,131.75,19.5
11055,131.75,19.5
11056,132.75,20.5
11057,132.5,21.5
11058,132.5,20
11059,132.5,19
11060,132.5,19
11061,135,19.5
11062,135,20
11063,138.5,19.5
11064,138.5,19.5
11065,142.5,19
11066,145,19
11067,145,20
11068,144.75,21
11069,144.75,18.5
11070,145.75,19
11071,144,18.5
11072,144,18
11073,144.25,18
11074,144.25,18.5
11075,143.75,19
11076,143.75,19
11077,143.75,18.5
11078,143.25,19
11079,143.25,18.5
11080,143,18
11081,143.25,19
11082,143.25,19
11083,142.75,19.5
11084,142.75,19
11085,140,20.5
11086,140,19
11087,140.5,18
11088,137.5,17.5
11089,137.5,16.5
11090,137.5,15.5
11091,137.5,16
11092,137.5,16
11093,137.5,15.5
11094,138,14.5
11095,137.5,14
11096,137.5,13.5
11097,138.25,15
11098,138.25,17
11099,138.25,18.5
11100,138.25,19
11101,138.25,21.5
11102,138.5,23
11103,138.5,22.5
11104,138.25,25.5
11105,138.25,27
11106,136.75,27.5
11107,135.5,27.5
11108,135.5,27
11109,135,27
11110,135,27
11111,135,28.5
11112,135,28.5
11113,134.5,27
11114,134.5,25.5
11115,135.75,25
11116,136.5,25
11117,136.5,25.5
11118,136.25,26
11119,136.25,25
11120,136.75,24
11121,136.75,23.5
11122,135.75,24
11123,136.75,25
11124,136.75,25.5
11125,137.5,24.5
11126,137.5,25
11127,138,25.5
11128,138,25.5
11129,138.75,25
11130,138.25,25
11131,138.25,25.5
11132,138.75,29.5
11133,138.75,32
11134,138.25,34.5
11135,139.75,35
11136,139.75,31.5
11137,142.5,31
11138,142.5,30.5
11139,143,30.5
11140,143,30.5
11141,140.75,31
11142,140.75,31.5
11143,146,33.5
11144,140.75,35.5
11145,140.75,36.5
11146,139.75,35.5
11147,141.25,32.5
11148,141.25,31.5
11149,141,31
11150,141,31
11151,141.75,31.5
11152,140.25,31.5
11153,140.25,33
11154,140.75,33.5
11155,140.75,34.5
11156,140.5,34.5
11157,142.25,33
11158,142.25,32.5
11159,142.5,31.5
11160,142.5,32
11161,143.5,32
11162,144.75,32
11163,144.75,35
11164,143.75,39
11165,143.75,41
11166,143.75,36.5
11167,143.5,34.5
11168,143.5,33.5
11169,143.25,33.5
11170,143.25,34
11171,143,35
11172,143,35.5
11173,140.75,35.5
11174,138.5,35.5
11175,138.5,35
11176,137,34
11177,137,33
11178,138.75,32.5
11179,138.75,31.5
11180,140.25,33
11181,141.5,34.5
11182,141.5,35
11183,141.5,35
11184,139.5,41.5
11185,139.5,45
11186,139.5,40.5
11187,139.5,34.5
11188,139.5,33
11189,139.5,34.5
11190,139.5,34.5
11191,139.5,33.5
11192,139.5,33
11193,139.5,33.5
11194,139.5,34.5
11195,139.25,33.5
11196,139.25,32.5
11197,0,30.5
11198,0,30.5
11199,0,31
11200,0,32
11201,0,34.5
11202,0,35.5
11203,0,35
11204,0,35
11205,135.5,35
11206,135.5,35.5
11207,135.5,36
11208,135.5,37
11209,136,38.5
11210,136,40.5
11211,135.75,40.5
11212,135.75,41
11213,135.75,41.5
11214,135.75,42.5
11215,135.75,41.5
11216,135,43
11217,135,51.5
11218,135.5,53.5
11219,135.75,54
11220,135.75,50.5
11221,136.75,53.5
11222,136.75,56
11223,137.5,58
11224,137.5,59
11225,138,58.5
11226,138,55.5
11227,140.25,57.5
11228,141,58.5
11229,141,57.5
11230,140.75,58.5
11231,140.75,58.5
11232,140.75,59.5
11233,139.75,60.5
11234,139.75,55.5
11235,142,56.5
11236,142,60
11237,140,59
11238,140,60
11239,140,57
11240,140,56
11241,140,62.5
11242,140,68
11243,140,66
11244,139.75,57
11245,139.75,65
11246,139.75,66.5
11247,139.75,64
11248,136.5,62
11249,134.5,60.5
11250,134.5,60.5
11251,124.75,61.5
11252,124.75,63
11253,124.75,66.5
11254,124.75,62
11255,124.75,61
11256,124.75,63.5
11257,124.75,70.5
11258,124.75,70.5
11259,124.75,68
11260,124.75,70
11261,124.75,76
11262,124.75,74.5
11263,0,75
11264,0,75.5
11265,0,80
11266,0,86
11267,0,82.5
11268,140.75,78.5
11269,140.75,75
11270,136.75,77
11271,136.75,85.5
11272,139.75,77.5
11273,139.75,71
11274,139.25,71.5
11275,139.75,65
11276,139.75,59
11277,139.5,59
11278,139.5,56
11279,139.5,56.5
11280,139.5,52.5
11281,139.75,50
11282,139.75,53.5
11283,139.75,53
11284,139.75,54
11285,139.75,69.5
11286,139.75,72.5
11287,140,66
11288,140,60
11289,139.75,60
11290,139.75,54
11291,139.75,51.5
11292,139.75,60
11293,139.75,60.5
11294,139.75,60
11295,139.75,55
11296,139.75,52
11297,0,44.5
11298,0,43.5
11299,0,39
11300,0,34.5
11301,0,33.5
11302,0,34
11303,0,35
11304,0,32
11305,0,35
11306,0,38.5
11307,0,35
11308,0,43
11309,0,35.5
11310,0,42.5
11311,0,39.5
11312,0,37
11313,0,34.5
11314,0,34
11315,0,35
11316,0,42
11317,0,47.5
11318,0,44.5
11319,0,42
11320,0,47.5
11321,0,46.5
11322,0,51
11323,0,42.5
11324,0,47.5
11325,0,45.5
11326,0,44.5
11327,0,42.5
11328,0,41
11329,0,41.5
11330,0,49
11331,0,42.5
11332,0,42.5
11333,0,43
11334,0,46.5
11335,0,43.5
11336,0,44.5
11337,0,44.5
11338,0,46.5
11339,0,50.5
11340,0,57
11341,0,60.5
11342,0,61.5
11343,0,60.5
11344,0,63
11345,0,62.5
11346,0,64.5
11347,138.5,68.5
11348,138.5,66
11349,137.75,68.5
11350,135.75,67.5
11351,135.75,67.5
11352,135,64.5
11353,135,61.5
11354,134.25,61
11355,134.25,60.5
11356,133.5,58.5
11357,133.5,54.5
11358,132,52
11359,132.5,52.5
11360,132.5,50.5
11361,131.75,47
11362,131.75,47
